alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak,latitude,longitude
Wirobrajan,3200000000,4,220,340,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Wirobrajan,1200000000,4,130,111,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Wirobrajan,1600000000,4,200,109,2,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8026238,110.3504467
Gondokusuman,4300000000,5,161,782,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,-7.78674395,110.3809996
Pakualaman,15000000000,8,350,684,6,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,-7.80043375,110.3762266
Kotagede,675000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Umbulharjo,25000000000,41,2900,2084,43,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Mergangsan,1300000000,4,183,280,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Umbulharjo,2100000000,4,196,133,4,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,850000000,3,100,128,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,1450000000,4,140,204,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Umbulharjo,2000000000,10,360,183,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1800000000,6,220,160,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,38000000000,8,500,1500,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Jetis,3500000000,5,340,180,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-8.0351266,110.4908351
Kraton,4250000000,7,300,400,5,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,-7.8087986,110.3627263
Gondokusuman,36600000000,8,850,1220,5,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,-7.78674395,110.3809996
Wirobrajan,1450000000,3,130,86,3,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,-7.8026238,110.3504467
Kotagede,1550000000,4,200,251,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Mantrijeron,1200000000,5,210,112,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Kotagede,1350000000,3,125,162,2,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,800000000,2,60,87,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,299000000,2,37,92,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Mantrijeron,2500000000,5,300,368,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Yogyakarta,1699425000,4,95,143,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,1750000000,4,124,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Yogyakarta,2110500000,4,109,200,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Gondokusuman,40000000000,13,1185,996,8,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,Y,-7.78674395,110.3809996
Umbulharjo,1850000000,4,175,125,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Gondokusuman,15000000000,10,800,800,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-7.78674395,110.3809996
Wirobrajan,118923250,2,40,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Kotagede,799000000,3,85,125,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,780000000,3,80,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,1300000000,2,100,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,7500000000,4,350,722,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,17000000000,12,900,2021,12,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,1500000000,3,150,110,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,-7.8143777,110.3873737
Wirobrajan,650000000,2,79,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Kotagede,1200000000,2,150,150,2,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,-7.81831055,110.3979409
Umbulharjo,4500000000,14,400,689,14,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Wirobrajan,3000000000,5,200,615,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-7.8026238,110.3504467
Umbulharjo,3500000000,5,160,280,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Kraton,4000000000,5,300,350,5,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8087986,110.3627263
Umbulharjo,730000000,3,57,101,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Wirobrajan,1000000000,3,90,128,2,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,-7.8026238,110.3504467
Yogyakarta,10000000000,4,500,3400,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,9000000000,6,500,1350,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Umbulharjo,3500000000,13,540,418,8,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,5500000000,19,530,457,20,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,6500000000,11,500,500,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,7500000000,4,350,722,3,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Umbulharjo,960000000,3,70,112,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,250000000,2,36,95,1,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,-7.8011945,110.364917
Mantrijeron,2600000000,5,300,505,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Jetis,700900000,2,52,90,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,-8.0351266,110.4908351
Umbulharjo,2900000000,9,250,241,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1100000000,4,160,154,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,5500000000,6,350,400,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,-7.78045495,110.355073
Umbulharjo,5000000000,6,320,536,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,6500000000,11,550,500,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,675000000,2,60,90,1,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Kotagede,675000000,3,60,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.81831055,110.3979409
Umbulharjo,3500000000,5,200,340,3,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Jetis,2500000000,3,150,180,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-8.0351266,110.4908351
Yogyakarta,5900000000,36,303,1016,36,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Kotagede,3500000000,13,542,423,8,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,3500000000,5,402,295,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Wirobrajan,318000000,2,36,71,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Tegalrejo,33000000000,10,600,1700,6,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,-7.78045495,110.355073
Kotagede,1300000000,2,63,147,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Tegalrejo,4400000000,7,549,526,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Mantrijeron,3000000000,6,150,361,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mergangsan,6500000000,4,350,722,3,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,-7.8147344,110.372558
Tegalrejo,2300000000,4,155,138,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Kotagede,2100000000,2,205,325,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Tegalrejo,2300000000,3,247,152,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,950000000,3,90,111,2,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,-7.8143777,110.3873737
Gondokusuman,2900000000,4,220,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Kotagede,2800000000,3,160,305,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kraton,4300000000,5,300,350,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Umbulharjo,9700000000,8,500,1140,4,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,-7.8143777,110.3873737
Umbulharjo,1400000000,4,140,428,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,960000000,2,130,137,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Mantrijeron,1300000000,2,66,147,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Kotagede,5000000000,7,400,380,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,1182300000,4,85,152,2,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,2091525000,4,110,195,3,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Gondomanan,4500000000,5,430,535,4,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y,-7.80239475,110.3661123
Umbulharjo,3900000000,8,231,240,9,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Yogyakarta,390090099,2,90,40,1,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Kotagede,730000000,3,40,101,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,1699425000,4,95,143,3,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,715000000,3,53,137,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Gondokusuman,24000000000,8,450,842,3,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,-7.78674395,110.3809996
Yogyakarta,668000000,3,54,127,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,2250000000,3,142,104,2,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,2600000000,3,129,227,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,465000000,3,70,50,1,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,-7.81831055,110.3979409
Mergangsan,1300000000,4,183,280,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Tegalrejo,850000000,4,100,339,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,-7.78045495,110.355073
Pakualaman,13250000000,9,350,914,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80043375,110.3762266
Umbulharjo,2500000000,6,280,255,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,15000000000,7,450,636,7,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,-7.78045495,110.355073
Yogyakarta,430000000,2,36,105,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1190000000,3,140,144,3,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,-7.8143777,110.3873737
Mantrijeron,899000000,2,100,140,2,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,-7.81806785,110.3597226
Umbulharjo,2100000000,3,130,113,4,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Mantrijeron,750000000,3,70,119,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Gondokusuman,6500000000,18,600,525,7,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,-7.78674395,110.3809996
Umbulharjo,1350000000,3,125,162,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mergangsan,1500000000,10,148,197,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Umbulharjo,1250000000,4,180,108,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,350000000,3,120,63,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mergangsan,595000000,4,100,132,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Kraton,4500000000,5,300,300,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Mantrijeron,1500000000,5,247,136,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,950000000,4,189,101,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,2350000000,4,196,396,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,1050000000,3,46,123,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,850000000,2,57,100,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Wirobrajan,4400000000,7,549,526,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Mantrijeron,910000000,3,90,114,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Gondokusuman,265090000,2,30,86,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,-7.78674395,110.3809996
Tegalrejo,1250000000,4,183,105,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Tegalrejo,1290000000,4,103,107,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,2100000000,6,214,358,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,9300000000,5,504,526,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,1600000000,10,350,450,6,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Yogyakarta,1600000000,3,74,101,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Mergangsan,2700000000,4,200,365,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Wirobrajan,2500000000,1,150,76,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,-7.8026238,110.3504467
Umbulharjo,1850000000,4,175,125,4,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,-7.8143777,110.3873737
Gedong Tengen,1600000000,3,80,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.79111725,110.3577253
Umbulharjo,1650000000,4,150,200,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,29500000000,4,400,2600,6,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,-7.8011945,110.364917
Wirobrajan,3500000000,4,110,150,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,600000000,3,110,110,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Pakualaman,37000000000,8,1500,2500,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80043375,110.3762266
Tegalrejo,1400000000,3,100,198,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Gondomanan,28000000000,10,600,576,7,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y,-7.80239475,110.3661123
Mergangsan,7500000000,4,350,722,3,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,-7.8147344,110.372558
Yogyakarta,1850000000,4,175,125,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,-7.8011945,110.364917
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Yogyakarta,1950000000,11,200,150,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,3000000000,13,250,136,13,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Gondokusuman,1200000000,3,100,115,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,-7.78674395,110.3809996
Mantrijeron,12000000000,7,700,500,8,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,-7.81806785,110.3597226
Kotagede,3700000000,7,584,364,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,2500000000,10,206,220,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kraton,1400000000,6,200,243,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Wirobrajan,2600000000,4,302,165,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,3000000000,11,300,376,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1210000000,2,62,60,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,-7.8143777,110.3873737
Tegalrejo,14999000000,7,850,1000,7,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,-7.78045495,110.355073
Umbulharjo,1200000000,3,78,108,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Wirobrajan,423000000,3,45,81,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Jetis,508000000,3,63,115,1,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,-8.0351266,110.4908351
Mantrijeron,1290000000,4,102,109,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Gondokusuman,3100000000,4,200,263,3,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,-7.78674395,110.3809996
Umbulharjo,2700000000,9,250,414,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Mergangsan,1200000000,3,78,115,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8147344,110.372558
Kraton,7000000000,23,597,585,16,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Mantrijeron,695000000,2,50,80,1,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Umbulharjo,2600000000,4,300,160,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,950000000,3,50,98,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.81806785,110.3597226
Gondokusuman,13000000000,4,200,425,4,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,-7.78674395,110.3809996
Kotagede,3500000000,13,543,423,8,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Jetis,3900000000,20,400,261,6,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,-8.0351266,110.4908351
Mantrijeron,1275000000,2,90,135,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,-7.81806785,110.3597226
Mantrijeron,4000000000,6,250,600,8,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,-7.81806785,110.3597226
